AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
2109,1656,Firoz Murthy,43,M,A2
2110,1657,Unknown,20,M,A1
2111,1658,Arun Kumar,27,M,A1
2112,1659,Unknown,36,M,A1
2113,1660,Prakash Setty,26,M,A1
2114,1660,Kiran Naik,22,M,A2
2115,1661,Shivakumar Nayak,38,M,A1
2116,1662,Vidya Bhat,35,M,A1
2117,1663,Ramesh Naik,36,M,A1
2118,1663,Deepa Hegde,37,M,A2
2119,1664,Roopa Patil,18,M,A1
2120,1665,Unknown,28,M,A1
2121,1666,Unknown,28,M,A1
2122,1667,Umesh Bhat,43,M,A1
2123,1668,Anitha Reddy,41,M,A1
2124,1668,Naveen Murthy,31,M,A2
2125,1669,Prasad Setty,36,M,A1
2126,1670,Unknown,21,M,A1
2127,1671,Unknown,44,M,A1
2128,1672,Basavaraj Pasha,28,M,A1
2129,1672,Nagaraj Kumar,31,M,A2
2130,1673,Firoz Pasha,36,M,A1
2131,1674,Rekha Kumar,39,M,A1
2132,1674,Girish Kumar,27,M,A2
2133,1675,Girish Setty,25,M,A1
2134,1676,Santosh Nayak,28,M,A1
2135,1677,Unknown,24,M,A1
2136,1678,Savitha Murthy,39,M,A1
2137,1679,Nagaraj Gowda,40,M,A1
2138,1680,Harish Patil,18,M,A1
2139,1681,Unknown,32,M,A1
2140,1682,Unknown,33,M,A1
2141,1683,Unknown,23,M,A1
2142,1684,Unknown,40,M,A1
2143,1685,Unknown,31,M,A1
2144,1686,Mahesh Achar,41,M,A1
2145,1686,Vinay Gowda,21,M,A2
2146,1687,Harish Kumar,42,M,A1
2147,1687,Shivakumar Nayak,29,M,A2
2148,1688,Umesh Rao,33,M,A1
2149,1688,Geetha Pasha,42,M,A2
2150,1689,Prasad Naik,37,M,A1
2151,1689,Anitha Patil,39,M,A2
2152,1690,Firoz Raju,21,M,A1
2153,1691,Harish Shetty,29,M,A1
2154,1692,Unknown,40,M,A1
2155,1693,Basavaraj Hegde,34,M,A1
2156,1694,Unknown,19,M,A1
2157,1695,Unknown,18,M,A1
2158,1696,Shivakumar Rao,33,M,A1
2159,1696,Umesh Shetty,30,M,A2
2160,1697,Lokesh Patil,29,M,A1
2161,1698,Kavya Hegde,28,M,A1
2162,1699,Unknown,36,M,A1
2163,1700,Shivakumar Setty,27,M,A1
2164,1701,Basavaraj Hegde,40,M,A1
2165,1702,Unknown,28,M,A1
2166,1703,Nagaraj Prasad,29,M,A1
2167,1704,Unknown,18,M,A1
2168,1705,Unknown,30,M,A1
2169,1706,Ramesh Setty,20,M,A1
2170,1706,Imran Gowda,22,M,A2
2171,1707,Unknown,38,M,A1
2172,1708,Ramesh Achar,44,M,A1
2173,1708,Nagaratna Raju,22,M,A2
2174,1709,Arun Achar,20,M,A1
2175,1710,Suresh Prasad,45,M,A1
2176,1711,Prakash Gowda,26,M,A1
2177,1712,Unknown,34,M,A1
2178,1713,Divya Kumar,24,M,A1
2179,1714,Arun Nayak,33,M,A1
2180,1714,Imran Bhat,32,M,A2
2181,1715,Harish Nayak,31,M,A1
2182,1716,Manjunath Kumar,38,M,A1
2183,1716,Prasad Murthy,21,M,A2
2184,1717,Anitha Kumar,33,M,A1
2185,1718,Anil Murthy,42,M,A1
2186,1719,Unknown,21,M,A1
2187,1720,Deepa Hegde,28,M,A1
2188,1720,Divya Hegde,35,M,A2
2189,1721,Savitha Naik,45,M,A1
2190,1721,Deepa Gowda,42,M,A2
2191,1722,Unknown,34,M,A1
2192,1723,Unknown,20,M,A1
2193,1724,Shwetha Murthy,41,M,A1
2194,1724,Mahesh Raju,37,M,A2
2195,1725,Anil Patil,43,M,A1
2196,1725,Santosh Kumar,34,M,A2
2197,1726,Unknown,38,M,A1
2198,1727,Nagaratna Nayak,20,M,A1
2199,1727,Ramesh Prasad,23,M,A2
2200,1728,Kavya Prasad,42,M,A1
2201,1728,Girish Hegde,44,M,A2
